STT,Version,JD_id,Skill,Câu hỏi (đầy đủ),Correctness,Relevance,Distractor,Tình huống,Rõ ràng,Điểm TB,Đạt,Ghi chú
11,v2_skill_extraction,dev_dotnet_senior,Thiết kế kiến trúc microservices,"Trong kiến trúc microservices, component nào dưới đây thường đóng vai trò là trung tâm điều phối giữa các dịch vụ nhỏ?
A. Database
B. API Gateway  ✓
C. Load Balancer
D. Service Discovery",,,,,,,,
12,v2_skill_extraction,dev_dotnet_senior,Thiết kế kiến trúc microservices,"Khi thiết kế microservices, nguyên tắc nào dưới đây không phù hợp để đảm bảo tính linh hoạt và khả năng mở rộng?
A. Mỗi dịch vụ chỉ xử lý một chức năng cụ thể
B. Sử dụng cùng một cơ sở dữ liệu cho tất cả các dịch vụ  ✓
C. Tối ưu hóa việc tái sử dụng mã giữa các dịch vụ
D. Cung cấp giao diện API rõ ràng và độc lập",,,,,,,,
13,v2_skill_extraction,dev_dotnet_senior,.NET Framework,".NET Framework sử dụng ngôn ngữ lập trình nào làm nền tảng chính để phát triển ứng dụng?
A. C++
B. Java
C. C#  ✓
D. Python",,,,,,,,
14,v2_skill_extraction,dev_dotnet_senior,"Tối ưu truy vấn Entity Framework Core và SQL Server (index, execution plan, tránh N+1 query)","Để tối ưu hóa truy vấn Entity Framework Core khi sử dụng SQL Server, bạn nên chọn phương án nào dưới đây?
A. Sử dụng Include để tải tất cả các thực thể con
B. Tạo chỉ mục trên cột thường được dùng trong điều kiện WHERE
C. Không bao giờ sử dụng Include vì nó gây ra N+1 query  ✓
D. Đặt câu truy vấn SQL phức tạp vào RawSQL",,,,,,,,
15,v2_skill_extraction,dev_dotnet_senior,"Tối ưu truy vấn Entity Framework Core và SQL Server (index, execution plan, tránh N+1 query)","Trong Entity Framework Core, cách nào sau đây giúp tránh N+1 query hiệu quả?
A. Sử dụng Include để tải tất cả các thực thể con  ✓
B. Tạo chỉ mục trên cột thường được dùng trong điều kiện WHERE
C. Sử dụng AsNoTracking() khi lấy dữ liệu không cần thay đổi
D. Đặt câu truy vấn SQL phức tạp vào RawSQL",,,,,,,,
16,v2_skill_extraction,dev_dotnet_senior,"Tối ưu truy vấn Entity Framework Core và SQL Server (index, execution plan, tránh N+1 query)","Khi xem Execution Plan của một truy vấn Entity Framework Core, bạn phát hiện thấy có nhiều scans table. Điều này cho thấy gì?
A. Truy vấn đã được tối ưu hóa tốt
B. Có thể thiếu chỉ mục hoặc cấu trúc dữ liệu không phù hợp  ✓
C. Execution Plan là chính xác và không cần cải thiện
D. Entity Framework Core đang tự động tối ưu truy vấn",,,,,,,,
17,v2_skill_extraction,dev_dotnet_senior,API Design and Review,"Khi thiết kế API cho ứng dụng .NET, bạn nên ưu tiên sử dụng kiểu dữ liệu nào để đảm bảo tính tương thích và dễ dàng sử dụng?
A. Nullable types
B. Primitive types
C. Complex types with nested objects
D. Generic types  ✓",,,,,,,,
18,v2_skill_extraction,dev_dotnet_senior,API Design and Review,"Trong quá trình review API, bạn phát hiện một phương thức có thể bị tấn công bằng cách gửi dữ liệu không hợp lệ. Phương pháp nào sau đây là tốt nhất để ngăn chặn vấn đề này?
A. Thêm validation trong code
B. Sử dụng try-catch block
C. Tăng cường bảo mật ở lớpPresentation
D. Áp dụng input validation tại điểm tiếp cận API  ✓",,,,,,,,
19,v2_skill_extraction,dev_dotnet_senior,"Pattern CQRS, Repository, Dependency Injection","Trong kiến trúc CQRS (Command Query Responsibility Segregation), Repository và Dependency Injection có vai trò như thế nào?
A. Repository chịu trách nhiệm quản lý giao tiếp với cơ sở dữ liệu, trong khi Dependency Injection giúp quản lý các phụ thuộc giữa các component.  ✓
B. Dependency Injection chỉ định cách thức thực thi của các phương thức trong Repository.
C. Cả hai đều không liên quan đến CQRS và hoạt động độc lập.
D. Repository là một phần của Dependency Injection.",,,,,,,,
20,v2_skill_extraction,dev_dotnet_senior,Xử lý vấn đề concurrency,"Trong lập trình .NET, để đảm bảo tính nhất quán của dữ liệu trong một ứng dụng đa luồng, bạn nên sử dụng phương thức nào sau đây?
A. Parallel.Invoke
B. Task.Run
C. Interlocked.Increment  ✓
D. BackgroundWorker",,,,,,,,
21,v2_skill_extraction,frontend_react_mid,Tối ưu render React,"Khi tối ưu hóa render React, phương pháp nào sau đây không giúp cải thiện hiệu suất?
A. Sử dụng memoization với React.memo
B. Tối ưu props truyền vào component con
C. Sắp xếp state và props theo thứ tự tăng dần  ✓
D. Sử dụng shouldComponentUpdate trong class components",,,,,,,,
22,v2_skill_extraction,frontend_react_mid,Tối ưu render React,"Để tối ưu hóa render React, bạn nên sử dụng hook nào để tránh tính toán không cần thiết?
A. useState
B. useEffect
C. useCallback  ✓
D. useContext",,,,,,,,
23,v2_skill_extraction,frontend_react_mid,Viết test bằng Jest/React Testing Library,"Khi sử dụng Jest và React Testing Library để viết test cho một component React đơn giản với state, bạn nên sử dụng phương thức nào sau đây để render component?
A. render(<Component />)  ✓
B. mount(<Component />)
C. shallow(<Component />)
D. test(<Component />)",,,,,,,,
24,v2_skill_extraction,frontend_react_mid,Xây dựng component tái sử dụng,"Khi xây dựng component tái sử dụng trong React, bạn nên sử dụng tính năng nào để truyền dữ liệu từ cha đến con?
A. PropTypes
B. State
C. Props
D. Context  ✓",,,,,,,,
25,v2_skill_extraction,frontend_react_mid,Quản lý state bằng Redux hoặc Context API,"Khi sử dụng Redux trong React, phương thức nào sau đây được sử dụng để dispatch một action?
A. store.dispatch()  ✓
B. this.props.dispatch()
C. connect()
D. useState()",,,,,,,,
26,v2_skill_extraction,frontend_react_mid,Quản lý state bằng Redux hoặc Context API,"Trong Context API của React, phương thức nào được sử dụng để cung cấp giá trị cho Provider?
A. useContext()
B. useReducer()
C. createContext()
D. useState()  ✓",,,,,,,,
27,v2_skill_extraction,frontend_react_mid,Tích hợp REST API,"Khi tích hợp REST API vào ứng dụng React, phương thức nào sau đây thường được sử dụng để gửi yêu cầu GET đến server?
A. fetch()  ✓
B. axios.get()
C. $.ajax()
D. react.request()",,,,,,,,
28,v2_skill_extraction,frontend_react_mid,Hiểu virtual DOM,"Virtual DOM trong React là gì?
A. Một phiên bản thực tế của DOM để tăng hiệu suất giao diện người dùng
B. Một công cụ để tối ưu hóa việc tải trang web  ✓
C. Một thư viện JavaScript độc lập với React để tạo giao diện người dùng
D. Một cơ chế quản lý state trong ứng dụng React",,,,,,,,
29,v2_skill_extraction,frontend_react_mid,Biết tối ưu hiệu năng frontend,"Khi tối ưu hóa hiệu năng frontend, phương pháp nào sau đây không phù hợp?
A. Sử dụng lazy loading cho các component không cần thiết
B. Tối ưu hóa CSS và JavaScript bằng cách minify mã nguồn
C. Sử dụng CDN để tải nhanh tài nguyên từ xa
D. Bỏ qua việc sử dụng cache vì nó không ảnh hưởng đến hiệu năng  ✓",,,,,,,,
30,v2_skill_extraction,frontend_react_mid,Biết tối ưu hiệu năng frontend,"Để tối ưu hóa hiệu suất rendering của React, bạn nên làm gì với các component thường xuyên thay đổi?
A. Đặt chúng vào <React.Fragment> để tránh tạo ra thêm DOM nodes
B. Sử dụng shouldComponentUpdate() hoặc React.memo() để kiểm soát khi nào component được re-render  ✓
C. Tăng số lần render mỗi giây để đảm bảo cập nhật liên tục
D. Loại bỏ tất cả state và props không cần thiết",,,,,,,,
31,v2_skill_extraction,data_engineer_senior,SQL nâng cao,"Trong SQL, cú pháp nào được sử dụng để thực hiện việc trích xuất dữ liệu từ một bảng dựa trên điều kiện cụ thể?
A. SELECT  ✓
B. INSERT
C. UPDATE
D. DELETE",,,,,,,,
32,v2_skill_extraction,data_engineer_senior,SQL nâng cao,"Khi sử dụng JOIN trong SQL, loại JOIN nào được sử dụng để trả về tất cả các hàng từ cả hai bảng, ngay cả khi không có khớp?
A. INNER JOIN
B. LEFT JOIN
C. RIGHT JOIN
D. FULL OUTER JOIN  ✓",,,,,,,,
33,v2_skill_extraction,data_engineer_senior,SQL nâng cao,"Trong SQL, phương thức nào được sử dụng để sắp xếp kết quả theo một cột?
A. ORDER BY  ✓
B. GROUP BY
C. HAVING
D. LIMIT",,,,,,,,
34,v2_skill_extraction,data_engineer_senior,Window function trong SQL,"Window function trong SQL được sử dụng để làm gì?
A. Để thực hiện các thao tác trên tập dữ liệu không liên quan
B. Để thực hiện các thao tác trên tập dữ liệu có liên quan, tạo ra khung dữ liệu (window) và áp dụng hàm lên đó  ✓
C. Để sắp xếp dữ liệu theo thứ tự nhất định
D. Để cập nhật dữ liệu trong bảng",,,,,,,,
35,v2_skill_extraction,data_engineer_senior,Window function trong SQL,"Trong câu lệnh SQL, phương thức nào sau đây không phải là một window function?
A. ROW_NUMBER()
B. SUM()  ✓
C. RANK()
D. LEAD()",,,,,,,,
36,v2_skill_extraction,data_engineer_senior,CTE (Common Table Expressions) trong SQL,"Trong SQL, CTE (Common Table Expressions) giúp gì?
A. CTE cho phép truy vấn dữ liệu từ nhiều bảng khác nhau mà không cần sử dụng JOIN.
B. CTE giúp tối ưu hóa hiệu suất của các câu truy vấn phức tạp bằng cách lưu kết quả trung gian vào một bảng tạm thời.
C. CTE cho phép tái sử dụng cùng một tập kết quả trong một truy vấn SQL nhiều lần mà không cần viết lại mã.  ✓
D. CTE được sử dụng để tạo ra các ràng buộc khóa ngoại giữa các bảng.",,,,,,,,
37,v2_skill_extraction,data_engineer_senior,Python,"Trong Python, hàm nào được sử dụng để đọc dữ liệu từ một file CSV?
A. read_csv()  ✓
B. load_csv()
C. csv_read()
D. read_file()",,,,,,,,
38,v2_skill_extraction,data_engineer_senior,Python,"Trong Python, cú pháp nào được sử dụng để tạo một dictionary từ hai list?
A. dict(list1, list2)
B. dict(zip(list1, list2))  ✓
C. combine(list1, list2)
D. merge(list1, list2)",,,,,,,,
39,v2_skill_extraction,data_engineer_senior,Python,"Trong Python, phương thức nào được sử dụng để in ra thông tin về một object?
A. print()  ✓
B. info()
C. describe()
D. inspect()",,,,,,,,
40,v2_skill_extraction,data_engineer_senior,Spark,"Trong Apache Spark, hàm nào sau đây được sử dụng để tạo một DataFrame từ dữ liệu?
A. spark.createDataFrame()  ✓
B. spark.newDataFrame()
C. spark.loadDataFrame()
D. spark.readDataFrame()",,,,,,,,
41,v2_skill_extraction,ketoan_tonghop_mid,Nắm vững nguyên lý kế toán kép,"Trong nguyên lý kế toán kép, giao dịch mua hàng với giá trị VAT bao gồm cả tiền mặt và tín dụng được thể hiện như thế nào?
A. Tài khoản Hàng tồn kho tăng, Tài khoản Chi phí bán hàng giảm
B. Tài khoản Hàng tồn kho tăng, Tài khoản Nợ khác tăng, Tài khoản Tiền mặt giảm
C. Tài khoản Hàng tồn kho tăng, Tài khoản Nợ khác tăng, Tài khoản Tiền mặt và Tài khoản Thuế GTGT vào tăng  ✓
D. Tài khoản Hàng tồn kho tăng, Tài khoản Chi phí bán hàng tăng",,,,,,,,
42,v2_skill_extraction,ketoan_tonghop_mid,Nắm vững nguyên lý kế toán kép,"Khi một công ty bán hàng với giá trị VAT bao gồm cả tiền mặt và tín dụng, giao dịch này sẽ được thể hiện như thế nào?
A. Tài khoản Doanh thu tăng, Tài khoản Nợ khác giảm
B. Tài khoản Doanh thu tăng, Tài khoản Tiền mặt tăng, Tài khoản Thuế GTGT vào giảm
C. Tài khoản Doanh thu tăng, Tài khoản Tiền mặt và Tài khoản Thuế GTGT vào tăng, Tài khoản Nợ khác giảm
D. Tài khoản Doanh thu tăng, Tài khoản Chi phí bán hàng giảm  ✓",,,,,,,,
43,v2_skill_extraction,ketoan_tonghop_mid,Hiểu các tài khoản kế toán,"Trong hệ thống tài khoản kế toán, tài khoản nào sau đây thường được sử dụng để ghi nhận chi phí mua sắm và bảo dưỡng thiết bị?
A. Tài khoản 111 - Chi phí bán hàng
B. Tài khoản 222 - Chi phí quản lý doanh nghiệp
C. Tài khoản 403 - Mua sắm, sửa chữa và bảo dưỡng tài sản cố định  ✓
D. Tài khoản 501 - Thu nhập khác",,,,,,,,
44,v2_skill_extraction,ketoan_tonghop_mid,Hạch toán doanh thu - chi phí - giá vốn,"Trong hạch toán doanh thu, khi một công ty bán hàng với giá 5.000.000 đồng và chi phí bán hàng là 1.200.000 đồng, doanh thu ghi nhận trong báo cáo tài chính sẽ là bao nhiêu?
A. 800.000 đồng  ✓
B. 000.000 đồng
C. 200.000 đồng
D. 200.000 đồng",,,,,,,,
45,v2_skill_extraction,ketoan_tonghop_mid,Hạch toán doanh thu - chi phí - giá vốn,"Khi một doanh nghiệp mua hàng với giá vốn là 3.500.000 đồng và bán lại với giá 4.200.000 đồng, chi phí ghi nhận trong báo cáo tài chính sẽ là bao nhiêu?
A. 500.000 đồng  ✓
B. 200.000 đồng
C. 700.000 đồng
D. 870.000 đồng",,,,,,,,
46,v2_skill_extraction,ketoan_tonghop_mid,Hạch toán doanh thu - chi phí - giá vốn,"Trong quá trình hạch toán, nếu một công ty nhận được tiền trước khi bán hàng và ghi vào tài khoản tiền mặt, số tiền này sẽ được ghi vào phần nào của báo cáo tài chính?
A. Doanh thu
B. Chi phí
C. Giá vốn hàng bán
D. Tiền mặt  ✓",,,,,,,,
47,v2_skill_extraction,ketoan_tonghop_mid,Thành thạo Excel,"Trong Excel, công thức nào sau đây tính tổng số lượng hàng bán trong cột D từ dòng 2 đến dòng 10?
A. =SUM(D2:D10)  ✓
B. =AVERAGE(D2:D10)
C. =COUNT(D2:D10)
D. =MIN(D2:D10)",,,,,,,,
48,v2_skill_extraction,ketoan_tonghop_mid,Thành thạo Excel,"Để tạo một biểu đồ cột từ dữ liệu trong Excel, bạn cần thực hiện các bước nào sau đây?
A. Chọn dữ liệu -> Chèn -> Biểu đồ  ✓
B. Chọn dữ liệu -> Thêm -> Biểu đồ
C. Chọn dữ liệu -> Trang tổng hợp -> Biểu đồ
D. Chọn dữ liệu -> Công cụ -> Biểu đồ",,,,,,,,
49,v2_skill_extraction,ketoan_tonghop_mid,"Kiểm soát chứng từ, quản lý sổ sách","Trong quy trình kiểm soát chứng từ và quản lý sổ sách của kế toán tổng hợp, bước nào sau đây không phải là một phần quan trọng?
A. Xác minh tính chính xác của thông tin trên chứng từ
B. Lập báo cáo tài chính định kỳ
C. Sắp xếp và lưu trữ chứng từ theo quy định
D. Tạo ra các hóa đơn bán hàng  ✓",,,,,,,,
50,v2_skill_extraction,ketoan_tonghop_mid,Lập báo cáo tài chính theo Thông tư 200,"Theo Thông tư 200, báo cáo tài chính bao gồm các phần nào?
A. Bảng cân đối kế toán, Báo cáo lưu chuyển tiền tệ và Báo cáo kết quả hoạt động kinh doanh
B. Bảng cân đối kế toán, Báo cáo lưu chuyển tiền tệ, Báo cáo kết quả hoạt động kinh doanh và Báo cáo lưu chuyển tiền mặt
C. Bảng cân đối kế toán, Báo cáo lưu chuyển tiền tệ, Báo cáo kết quả hoạt động kinh doanh, Báo cáo lưu chuyển tiền mặt và Báo cáo biến động vốn chủ sở hữu
D. Bảng cân đối kế toán, Báo cáo lưu chuyển tiền tệ, Báo cáo kết quả hoạt động kinh doanh, Báo cáo lưu chuyển tiền mặt, Báo cáo biến động vốn chủ sở hữu và Báo cáo quản trị  ✓",,,,,,,,
51,v2_skill_extraction,sales_b2b_junior,Kỹ năng giao tiếp và thuyết phục,"Khi gặp khách hàng B2B, bạn cần sử dụng kỹ năng giao tiếp nào để hiểu rõ nhu cầu của họ?
A. Gợi ý sản phẩm ngay lập tức
B. Nghe và hỏi nhiều câu hỏi mở  ✓
C. Sử dụng ngôn ngữ chuyên môn cao
D. Tránh đưa ra bất kỳ phản hồi nào",,,,,,,,
52,v2_skill_extraction,sales_b2b_junior,Kỹ năng giao tiếp và thuyết phục,"Trong quá trình thuyết phục khách hàng, phương pháp nào sau đây là hiệu quả nhất?
A. Đưa ra nhiều ưu điểm của sản phẩm mà không cần chứng minh
B. Sử dụng ngôn ngữ phức tạp để thể hiện chuyên môn
C. Chia sẻ kinh nghiệm thành công của khách hàng khác  ✓
D. Hứa hẹn giảm giá ngay lập tức",,,,,,,,
53,v2_skill_extraction,sales_b2b_junior,Kỹ năng giao tiếp và thuyết phục,"Khi gặp phải phản đối từ khách hàng, bạn nên làm gì để tiếp tục quá trình giao dịch?
A. Tranh cãi với họ về lý do của sự phản đối
B. Ngắt lời và chuyển sang đề xuất khác
C. Xem xét lại vấn đề và tìm cách giải quyết
D. Bỏ qua phản đối và tiếp tục thuyết phục  ✓",,,,,,,,
54,v2_skill_extraction,sales_b2b_junior,Kỹ năng giao tiếp và thuyết phục,"Kỹ năng nào sau đây không thuộc về kỹ năng giao tiếp và thuyết phục?
A. Nghe có ý thức
B. Biết cách lắng nghe
C. Kiểm soát cảm xúc của mình
D. Sử dụng ngôn ngữ cơ thể để nhấn mạnh  ✓",,,,,,,,
55,v2_skill_extraction,sales_b2b_junior,Hiểu quy trình bán hàng B2B (tiếp cận - tư vấn - đàm phán - chốt),"Trong quy trình bán hàng B2B, bước nào diễn ra sau khi đã tiếp cận khách hàng?
A. Đàm phán
B. Tư vấn sản phẩm  ✓
C. Chốt đơn hàng
D. Giao hàng",,,,,,,,
56,v2_skill_extraction,sales_b2b_junior,Hiểu quy trình bán hàng B2B (tiếp cận - tư vấn - đàm phán - chốt),"Khi tư vấn sản phẩm cho khách hàng B2B, nhân viên kinh doanh cần tập trung vào yếu tố nào?
A. Giá cả thấp nhất
B. Thời gian giao hàng nhanh nhất
C. Ưu điểm và lợi ích của sản phẩm đối với nhu cầu cụ thể của khách hàng  ✓
D. Chất lượng sản phẩm tốt nhất",,,,,,,,
57,v2_skill_extraction,sales_b2b_junior,Hiểu quy trình bán hàng B2B (tiếp cận - tư vấn - đàm phán - chốt),"Trong quá trình đàm phán, nhân viên kinh doanh B2B cần làm gì để đảm bảo chốt được đơn hàng?
A. Đảm bảo khách hàng nhận ra giá trị của sản phẩm
B. Hỗ trợ khách hàng trong việc so sánh các lựa chọn khác
C. Thỏa thuận về điều khoản và điều kiện giao dịch
D. Tất cả các phương án trên  ✓",,,,,,,,
58,v2_skill_extraction,sales_b2b_junior,Xử lý từ chối trong quá trình bán hàng,"Khi một khách hàng B2B từ chối mua sản phẩm của bạn, nhân viên kinh doanh nên làm gì tiếp theo?
A. Gợi ý rằng khách hàng đang thiếu thông tin về sản phẩm
B. Thay đổi chủ đề cuộc trò chuyện sang các vấn đề cá nhân
C. Giải thích lại lợi ích của sản phẩm một cách rõ ràng và cụ thể  ✓
D. Tỏ thái độ không hài lòng và yêu cầu giải thích từ khách hàng",,,,,,,,
59,v2_skill_extraction,sales_b2b_junior,Xử lý từ chối trong quá trình bán hàng,"Trong trường hợp khách hàng B2B từ chối do giá cả, nhân viên kinh doanh nên làm gì?
A. Tăng giá để bù đắp cho sự từ chối
B. Thay đổi chủ đề cuộc trò chuyện sang các sản phẩm khác
C. Xem xét khả năng giảm giá hoặc tìm hiểu về nhu cầu thực tế của khách hàng
D. Tránh thảo luận về giá và chuyển sang bàn bạc về chất lượng sản phẩm  ✓",,,,,,,,
60,v2_skill_extraction,digital_marketing_mid,Chạy quảng cáo Facebook Ads,"Khi chạy quảng cáo Facebook Ads, mục tiêu nào sau đây không phải là một trong những mục tiêu chính?
A. Tăng nhận diện thương hiệu
B. Tăng doanh số bán hàng trực tiếp
C. Tạo sự chú ý về sản phẩm mới
D. Giảm giá thành sản xuất  ✓",,,,,,,,
61,v2_skill_extraction,digital_marketing_mid,Chạy quảng cáo Facebook Ads,"Trong Facebook Ads, đơn vị đo lường nào được sử dụng để đánh giá hiệu suất của quảng cáo?
A. CTR (Click-Through Rate)
B. CPM (Cost Per Mille)  ✓
C. CPC (Cost Per Click)
D. ROI (Return On Investment)",,,,,,,,
62,v2_skill_extraction,digital_marketing_mid,Chạy quảng cáo Google Ads,"Khi tạo chiến dịch Google Ads, bạn cần chọn loại quảng cáo nào để hiển thị trên trang kết quả tìm kiếm của Google?
A. Display
B. Video
C. Search  ✓
D. Shopping",,,,,,,,
63,v2_skill_extraction,digital_marketing_mid,Chạy quảng cáo Google Ads,"Trong Google Ads, chỉ số nào được sử dụng để đo lường hiệu suất của quảng cáo dựa trên mức độ tương tác và chuyển đổi của khách hàng?
A. CTR (Click-Through Rate)
B. CPC (Cost Per Click)
C. ROAS (Return on Advertising Spend)  ✓
D. CPM (Cost Per Mille)",,,,,,,,
64,v2_skill_extraction,digital_marketing_mid,"Tối ưu chỉ số CTR, CPC, CPA, ROAS","Trong Digital Marketing, CTR (Click-Through Rate) là gì?
A. Số lượng người dùng nhấp vào quảng cáo chia cho số lần hiển thị quảng cáo  ✓
B. Tổng doanh thu từ một đơn hàng chia cho chi phí đầu tư vào quảng cáo
C. Chi phí trung bình mỗi lần nhấp chuột
D. Tổng số lượt xem trang web chia cho tổng số người dùng",,,,,,,,
65,v2_skill_extraction,digital_marketing_mid,"Tối ưu chỉ số CTR, CPC, CPA, ROAS","ROAS (Return on Advertising Spend) trong Digital Marketing được tính như thế nào?
A. Doanh thu từ quảng cáo chia cho chi phí đầu tư vào quảng cáo  ✓
B. Chi phí trung bình mỗi lần nhấp chuột chia cho doanh thu từ quảng cáo
C. Số lượng người dùng nhấp vào quảng cáo chia cho số lượt xem
D. Tổng số lượt xem trang web chia cho tổng doanh thu",,,,,,,,
66,v2_skill_extraction,digital_marketing_mid,Phân tích dữ liệu chiến dịch bằng Google Analytics,"Khi phân tích hiệu suất của một chiến dịch email marketing trên Google Analytics, bạn cần theo dõi chỉ số nào để đánh giá hiệu quả chuyển đổi?
A. Bounce Rate
B. Conversion Rate  ✓
C. Page Views
D. Time on Site",,,,,,,,
67,v2_skill_extraction,digital_marketing_mid,Phân tích dữ liệu chiến dịch bằng Google Analytics,"Trong Google Analytics, bạn cần sử dụng báo cáo nào để xem xét hành vi truy cập của khách hàng sau khi họ đã nhấp vào liên kết từ chiến dịch?
A. Báo cáo Traffic Sources  ✓
B. Báo cáo Acquisition - All Traffic
C. Báo cáo Behavior - Site Content
D. Báo cáo Conversions",,,,,,,,
68,v2_skill_extraction,digital_marketing_mid,Lập báo cáo hiệu quả chiến dịch marketing,"Khi lập báo cáo hiệu quả chiến dịch marketing, thông tin nào sau đây là quan trọng nhất để đánh giá sự thành công của chiến dịch?
A. Số lượng trang web được thiết kế
B. Tổng số tiền đã chi cho quảng cáo
C. Lượt truy cập và chuyển đổi từ chiến dịch  ✓
D. Thời gian thực hiện chiến dịch",,,,,,,,
69,v2_skill_extraction,digital_marketing_mid,Hiểu về phễu marketing,"Trong phễu marketing, giai đoạn nào sau cùng mà khách hàng đã quyết định mua sản phẩm?
A. Giai đoạn nhận thức
B. Giai đoạn quan tâm
C. Giai段落继续由AI填写plenment
D. Giai đoạn hành động  ✓",,,,,,,,
70,v2_skill_extraction,hr_tuyendung_junior,Kỹ năng giao tiếp,"Khi phỏng vấn ứng viên, chuyên viên tuyển dụng nên tập trung vào những thông tin nào?
A. Thông tin cá nhân và học vấn của ứng viên
B. Kinh nghiệm làm việc và kỹ năng mềm của ứng viên  ✓
C. Mức lương mong muốn và thời gian làm việc của ứng viên
D. Quan hệ xã hội và mạng lưới của ứng viên",,,,,,,,
71,v2_skill_extraction,hr_tuyendung_junior,Kỹ năng giao tiếp,"Trong quá trình giao tiếp với các nhà tuyển dụng, chuyên viên tuyển dụng cần phải đảm bảo điều gì?
A. Đảm bảo thông tin được cung cấp là chính xác và cập nhật  ✓
B. Sử dụng ngôn ngữ chuyên môn để thể hiện sự hiểu biết sâu sắc
C. Luôn đồng ý với mọi yêu cầu của nhà tuyển dụng
D. Chỉ tập trung vào lợi ích của công ty",,,,,,,,
72,v2_skill_extraction,hr_tuyendung_junior,Kỹ năng giao tiếp,"Khi tổ chức một buổi phỏng vấn nhóm, chuyên viên tuyển dụng nên làm gì để đảm bảo quá trình diễn ra hiệu quả?
A. Đặt câu hỏi cá nhân cho từng ứng viên
B. Cho phép ứng viên tự do thảo luận mà không cần hướng dẫn
C. Xác định rõ mục tiêu và quy tắc của buổi phỏng vấn trước khi bắt đầu  ✓
D. Chỉ tập trung vào ứng viên có kinh nghiệm làm việc",,,,,,,,
73,v2_skill_extraction,hr_tuyendung_junior,Kỹ năng giao tiếp,"Trong quá trình giao tiếp qua email với ứng viên, chuyên viên tuyển dụng nên lưu ý điều gì?
A. Sử dụng ngôn ngữ phức tạp để thể hiện sự chuyên nghiệp
B. Đảm bảo thông tin chính xác và rõ ràng trong mỗi email  ✓
C. Gửi nhiều email cùng một lúc để đảm bảo ứng viên nhận được thông tin
D. Không cần trả lời ngay lập tức, đợi ứng viên liên hệ lại",,,,,,,,
