STT,Version,JD_id,Skill,Câu hỏi (đầy đủ),Correctness,Relevance,Distractor,Tình huống,Rõ ràng,Điểm TB,Đạt,Ghi chú
24,v3_fewshot,frontend_react_mid,Xây dựng component tái sử dụng,"Khi xây dựng component tái sử dụng trong React, bạn nên sử dụng tính năng nào để đảm bảo component có thể được sử dụng ở nhiều nơi khác nhau trong ứng dụng?
A. State
B. Props  ✓
C. Lifecycle methods
D. Context API",,,,,,,,
25,v3_fewshot,frontend_react_mid,Quản lý state bằng Redux hoặc Context API,"Khi sử dụng Redux để quản lý state trong ứng dụng React, component nào có thể dispatch action để thay đổi state?
A. Component con
B. Component cha  ✓
C. Context.Provider
D. React.useReducer",,,,,,,,
26,v3_fewshot,frontend_react_mid,Quản lý state bằng Redux hoặc Context API,"Trong Context API, phương thức nào được sử dụng để cung cấp giá trị cho các component con?
A. useContext()
B. Provider  ✓
C. Consumer
D. useReducer()",,,,,,,,
27,v3_fewshot,frontend_react_mid,Tích hợp REST API,"Khi tích hợp REST API vào ứng dụng React, component nào thường được sử dụng để thực hiện các thao tác như GET, POST, PUT và DELETE?
A. useState
B. useEffect
C. axios  ✓
D. useContext",,,,,,,,
28,v3_fewshot,frontend_react_mid,Hiểu virtual DOM,"Virtual DOM trong React là gì và mục đích chính của nó là gì?
A. Virtual DOM là một bản sao kỹ thuật số của DOM thực tế, giúp tăng tốc độ giao diện người dùng bằng cách giảm thiểu thao tác trực tiếp lên DOM.  ✓
B. Virtual DOM là một công cụ để tạo ra các hiệu ứng chuyển đổi mượt mà trên trang web.
C. Virtual DOM là một thư viện JavaScript độc lập không liên quan đến React.
D. Virtual DOM là một phương pháp tối ưu hóa việc quản lý state trong ứng dụng React.",,,,,,,,
29,v3_fewshot,frontend_react_mid,Biết tối ưu hiệu năng frontend,"Khi sử dụng React, bạn cần tối ưu hiệu năng để tránh việc render không cần thiết. Phương pháp nào sau đây giúp ngăn chặn việc render lại các component con khi state của component cha không thay đổi?
A. useState
B. useEffect
C. React.memo  ✓
D. useReducer",,,,,,,,
30,v3_fewshot,frontend_react_mid,Biết tối ưu hiệu năng frontend,"Để tối ưu hóa hiệu năng trang web, bạn nên sử dụng phương pháp nào sau đây khi tải các tài nguyên như hình ảnh?
A. Tải tất cả cùng một lúc
B. Sử dụng lazy loading  ✓
C. Không sử dụng bất kỳ công nghệ nén nào
D. Tăng kích thước của hình ảnh",,,,,,,,
31,v3_fewshot,data_engineer_senior,SQL nâng cao,"Trong một cơ sở dữ liệu lớn với nhiều bảng liên kết, bạn cần truy vấn tổng số lượng sản phẩm đã bán trong năm 2021. Cách viết câu lệnh SQL hiệu quả nhất là gì?
A. SELECT SUM(Soluong) FROM DonHang WHERE Nam = '2021'
B. SELECT SUM(Soluong) AS TongSoluong FROM (SELECT Soluong FROM ChiTietDonHang INNER JOIN DonHang ON ChiTietDonHang.MaDonHang = DonHang.MaDonHang WHERE Nam = '2021') AS SubQuery  ✓
C. SELECT SUM(TongSoluong) FROM (SELECT Soluong * GiaBan AS TongSoluong FROM ChiTietDonHang INNER JOIN DonHang ON ChiTietDonHang.MaDonHang = DonHang.MaDonHang WHERE Nam = '2021') AS SubQuery
D. SELECT SUM(Soluong) FROM ChiTietDonHang WHERE Nam = '2021'",,,,,,,,
32,v3_fewshot,data_engineer_senior,SQL nâng cao,"Bạn cần tìm ra các sản phẩm có số lượng tồn kho dưới mức cảnh báo. Cách viết câu lệnh SQL đúng là gì?
A. SELECT MaSanPham FROM SanPham WHERE TonKho < MucCanhBao  ✓
B. SELECT MaSanPham, TonKho FROM SanPham WHERE TonKho < (SELECT MucCanhBao FROM CacMucCanhBao)
C. SELECT MaSanPham, TonKho FROM SanPham INNER JOIN CacMucCanhBao ON SanPham.MucCanhBaoID = CacMucCanhBao.ID WHERE TonKho < MucCanhBao
D. SELECT MaSanPham, TonKho FROM SanPham WHERE TonKho < (SELECT MIN(MucCanhBao) FROM CacMucCanhBao)",,,,,,,,
33,v3_fewshot,data_engineer_senior,SQL nâng cao,"Bạn cần thống kê số lượng đơn hàng mỗi ngày trong tháng 12 năm 2021. Cách viết câu lệnh SQL đúng là gì?
A. SELECT COUNT(*) FROM DonHang WHERE Nam = '2021' AND Thang = '12'
B. SELECT DATE_FORMAT(NgayDat, '%Y-%m-%d') AS Ngay, COUNT(*) AS SoLuongDon FROM DonHang WHERE Nam = '2021' AND Thang = '12' GROUP BY Ngay
C. SELECT DAYOFMONTH(NgayDat) AS Ngay, COUNT(*) AS SoLuongDon FROM DonHang WHERE Nam = '2021' AND Thang = '12' GROUP BY Ngay  ✓
D. SELECT DATE_FORMAT(NgayDat, '%Y-%m') AS Thang, COUNT(*) AS SoLuongDon FROM DonHang WHERE Nam = '2021' AND Thang = '12' GROUP BY Thang",,,,,,,,
34,v3_fewshot,data_engineer_senior,Window function trong SQL,"Trong SQL, Window function giúp xử lý dữ liệu theo một khung cửa sổ động. Để tính tổng giá trị của mỗi nhóm khách hàng trong bảng Orders mà không sử dụng GROUP BY, bạn sẽ sử dụng hàm nào?
A. SUM()
B. AVG()
C. ROW_NUMBER()
D. SUM() OVER (PARTITION BY CustomerId)  ✓",,,,,,,,
35,v3_fewshot,data_engineer_senior,Window function trong SQL,"Nếu muốn lấy ra top 5 khách hàng có tổng số đơn hàng lớn nhất trong bảng Orders, bạn sẽ sử dụng hàm nào kết hợp với ROW_NUMBER()?
A. ORDER BY
B. LIMIT
C. TOP
D. ROW_NUMBER() OVER (PARTITION BY CustomerId ORDER BY COUNT(OrderId) DESC)  ✓",,,,,,,,
36,v3_fewshot,data_engineer_senior,CTE (Common Table Expressions) trong SQL,"CTE trong SQL giúp cải thiện hiệu suất như thế nào khi sử dụng?
A. Giúp tối ưu hóa truy vấn bằng cách tách thành nhiều bước  ✓
B. Tăng tốc độ truy vấn bằng cách tạo chỉ mục tự động
C. Giảm dung lượng lưu trữ của dữ liệu
D. Không có tác động đến hiệu suất",,,,,,,,
37,v3_fewshot,data_engineer_senior,Python,"Khi sử dụng thư viện Pandas trong Python để xử lý dữ liệu lớn, bạn nên lưu ý điều gì để tối ưu hóa hiệu suất?
A. Sử dụng DataFrame thay vì Series
B. Tăng kích thước bộ nhớ cache của máy chủ
C. Chỉ định kiểu dữ liệu cụ thể cho các cột  ✓
D. Loại bỏ tất cả các dòng trống",,,,,,,,
38,v3_fewshot,data_engineer_senior,Python,"Trong Python, bạn muốn tạo một hàm có thể nhận vào bất kỳ số lượng tham số nào và trả về tổng của chúng. Cách viết hàm này đúng là gì?
A. def sum(*args): return sum(args)  ✓
B. def sum(**kwargs): return sum(kwargs.values())
C. def sum(*args): return args[0] + args[1]
D. def sum(x, y=0): return x + y",,,,,,,,
39,v3_fewshot,data_engineer_senior,Python,"Khi sử dụng thư viện NumPy trong Python để thực hiện các phép toán ma trận, bạn nên lưu ý điều gì để tối ưu hóa hiệu suất?
A. Chỉ định kiểu dữ liệu cụ thể cho mảng  ✓
B. Tăng kích thước bộ nhớ cache của máy chủ
C. Sử dụng vòng lặp for để duyệt qua từng phần tử
D. Loại bỏ tất cả các dòng trống",,,,,,,,
40,v3_fewshot,data_engineer_senior,Spark,"Trong Spark, khi sử dụng action để tính toán DataFrame, nếu không áp dụng phép lọc (filter) trước, kết quả có thể bị chậm. Cách nào sau đây sẽ giúp cải thiện hiệu suất?
A. Sử dụng broadcast join cho các DataFrame lớn
B. Tăng bộ nhớ cache toàn bộ DataFrame
C. Áp dụng filter trước khi sử dụng action  ✓
D. Thay đổi kiểu dữ liệu trong DataFrame",,,,,,,,
41,v3_fewshot,ketoan_tonghop_mid,Nắm vững nguyên lý kế toán kép,"Khi một doanh nghiệp bán hàng với giá trị 50 triệu đồng và nhận tiền mặt ngay lập tức, bút toán ghi chép vào sổ kế toán như thế nào?
A. Nợ Hàng hóa / Có Tiền mặt
B. Nợ Doanh thu / Có Tiền mặt  ✓
C. Nợ Chi phí / Có Tiền mặt
D. Nợ Hàng tồn kho / Có Tiền mặt",,,,,,,,
42,v3_fewshot,ketoan_tonghop_mid,Nắm vững nguyên lý kế toán kép,"Khi một doanh nghiệp mua hàng với giá trị 30 triệu đồng nhưng thanh toán sau này, bút toán ghi chép vào sổ kế toán như thế nào?
A. Nợ Hàng hóa / Có Phải trả người mua
B. Nợ Phải trả người bán / Có Hàng hóa  ✓
C. Nợ Hàng hóa / Có Tiền mặt
D. Nợ Phải trả người bán / Có Tiền mặt",,,,,,,,
43,v3_fewshot,ketoan_tonghop_mid,Hiểu các tài khoản kế toán,"Khi doanh nghiệp bán hàng với giá trị 50 triệu đồng và khách hàng thanh toán sau 30 ngày, bút toán ghi nhận vào sổ kế toán sẽ là gì?
A. Nợ Hàng tồn kho / Có Doanh thu
B. Nợ Tiền mặt / Có Doanh thu
C. Nợ Đơn vị bán hàng / Có Doanh thu
D. Nợ));// Nợ Tạm ứng khách hàng / Có Doanh thu  ✓",,,,,,,,
44,v3_fewshot,ketoan_tonghop_mid,Hạch toán doanh thu - chi phí - giá vốn,"Khi bán hàng với giá 5.000.000 đồng và chi phí sản xuất là 3.000.000 đồng, doanh nghiệp nên ghi nhận vào tài khoản nào để phản ánh phần lợi nhuận?
A. Tài khoản Doanh thu
B. Tài khoản Chi phí sản xuất
C. Tài khoản Lợi nhuận từ hoạt động chính  ✓
D. Tài khoản Giá vốn hàng bán",,,,,,,,
45,v3_fewshot,ketoan_tonghop_mid,Hạch toán doanh thu - chi phí - giá vốn,"Nếu một doanh nghiệp mua hàng hóa với giá 1.500.000 đồng và sau đó bán với giá 2.000.000 đồng, phần chênh lệch giữa giá bán và giá mua sẽ được ghi nhận vào tài khoản nào?
A. Tài khoản Doanh thu từ hoạt động chính  ✓
B. Tài khoản Chi phí hàng bán
C. Tài khoản Lợi nhuận từ hoạt động kinh doanh
D. Tài khoản Giá vốn hàng bán",,,,,,,,
46,v3_fewshot,ketoan_tonghop_mid,Hạch toán doanh thu - chi phí - giá vốn,"Trong trường hợp một công ty mua hàng hóa với giá 2.500.000 đồng và sau đó trả lại cho nhà cung cấp, bút toán ghi nhận đúng là gì?
A. Nợ Hàng hóa / Có Tiền mặt
B. Nợ Phải trả người bán / Có Hàng hóa
C. Nợ Chi phí hàng bán / Có Tiền mặt
D. Nợ Hàng hóa / Có Phải trả người bán  ✓",,,,,,,,
47,v3_fewshot,ketoan_tonghop_mid,Thành thạo Excel,"Trong Excel, công thức nào sau đây sẽ tính tổng số lượng hàng bán trong tháng 5 từ cột D (D代表列) 哪个月份的销售额最高？假设数据从第2行开始，月份在A列，销售额在B列。
A. =SUMIFS(B:B,A:A,"">=5/1/2023"",A:A,""<=5/31/2023"")
B. =SUMIF(A:A,"">=5/1/2023"",B:B) + SUMIF(A:A,""<=5/31/2023"",B:B)
C. =SUMIFS(B:B,A:A,"">=5/1/2023"",A:A,""<=5/31/2023"")
D. =SUMPRODUCT((MONTH($A$2:$A$100)=5)*($B$2:$B$100))  ✓",,,,,,,,
48,v3_fewshot,ketoan_tonghop_mid,Thành thạo Excel,"Khi sử dụng Excel để phân tích báo cáo tài chính, công thức nào sau đây sẽ tính trung bình cộng của các giá trị trong cột E từ hàng thứ 5 đến hàng thứ 20?
A. =AVERAGE(E5:E20)
B. =SUM(E5:E20)/16
C. =AVERAGEIF(E5:E20,"">0"")
D. =SUM(E5:E20)/COUNT(E5:E20)  ✓",,,,,,,,
49,v3_fewshot,ketoan_tonghop_mid,"Kiểm soát chứng từ, quản lý sổ sách","Khi phát hiện chứng từ kế toán không hợp lệ, kế toán viên nên thực hiện bước đầu tiên nào sau đây?
A. Gửi lại cho bộ phận mua hàng để kiểm tra
B. Lập bút toán điều chỉnh ngay lập tức
C. Từ chối nhận và ghi chú lý do  ✓
D. Xác minh với người bán hàng",,,,,,,,
50,v3_fewshot,ketoan_tonghop_mid,Lập báo cáo tài chính theo Thông tư 200,"Theo Thông tư 200, khi lập báo cáo tài chính, các khoản chi phí phải được phân bổ vào các kỳ sử dụng. Khoản chi phí nào dưới đây không cần được phân bổ theo thời gian sử dụng?
A. Chi phí sửa chữa và bảo dưỡng
B. Chi phí mua sắm máy móc
C. Chi phí thuê nhà  ✓
D. Chi phí điện, nước",,,,,,,,
51,v3_fewshot,sales_b2b_junior,Kỹ năng giao tiếp và thuyết phục,"Khi thuyết phục khách hàng mua sản phẩm mới của công ty, bạn nên tập trung vào điểm nào để tăng hiệu quả?
A. Giá cả so với đối thủ
B. Chất lượng sản phẩm cũ
C. Lợi ích cụ thể mà sản phẩm mang lại cho khách hàng  ✓
D. Số lượng tồn kho hiện tại",,,,,,,,
52,v3_fewshot,sales_b2b_junior,Kỹ năng giao tiếp và thuyết phục,"Trong một cuộc họp kinh doanh, bạn phát hiện ra rằng một đồng nghiệp của mình đang đưa ra thông tin không chính xác. Bạn nên làm gì?
A. Từ chối tham gia cuộc họp
B. Thay đổi chủ đề cuộc họp
C. Đưa ra bằng chứng và giải thích  ✓
D. Tránh vấn đề để duy trì mối quan hệ",,,,,,,,
53,v3_fewshot,sales_b2b_junior,Kỹ năng giao tiếp và thuyết phục,"Khi gặp khách hàng mới, bạn nên bắt đầu bằng cách nào để tạo thiện cảm?
A. Hỏi về lịch trình công việc của họ
B. Giới thiệu sản phẩm ngay lập tức
C. Chia sẻ thông tin cá nhân
D. Đưa ra lời chào và giới thiệu bản thân  ✓",,,,,,,,
54,v3_fewshot,sales_b2b_junior,Kỹ năng giao tiếp và thuyết phục,"Nếu khách hàng từ chối một đề xuất, bạn nên làm gì tiếp theo?
A. Tỏ thái độ không hài lòng
B. Thay đổi đề xuất ngay lập tức
C. Xác định nguyên nhân và tìm cách cải thiện  ✓
D. Tránh tiếp tục cuộc trò chuyện",,,,,,,,
55,v3_fewshot,sales_b2b_junior,Hiểu quy trình bán hàng B2B (tiếp cận - tư vấn - đàm phán - chốt),"Trong quy trình bán hàng B2B, bước nào sau đây không phải là một trong bốn bước chính (tiếp cận - tư vấn - đàm phán - chốt)?
A. Tiếp cận khách hàng
B. Tư vấn sản phẩm
C. Đàm phán giá cả
D. Giao hàng sản phẩm  ✓",,,,,,,,
56,v3_fewshot,sales_b2b_junior,Hiểu quy trình bán hàng B2B (tiếp cận - tư vấn - đàm phán - chốt),"Khi tiếp cận khách hàng B2B, nhân viên kinh doanh cần chuẩn bị những thông tin nào để tăng hiệu quả tiếp cận?
A. Sản phẩm mới nhất của công ty
B. Danh sách khách hàng hiện tại
C. Thương hiệu sản phẩm
D. Thông tin về nhu cầu và tình hình kinh doanh của khách hàng  ✓",,,,,,,,
57,v3_fewshot,sales_b2b_junior,Hiểu quy trình bán hàng B2B (tiếp cận - tư vấn - đàm phán - chốt),"Trong quá trình đàm phán, nhân viên kinh doanh B2B nên tập trung vào mục tiêu nào để đạt được thỏa thuận tốt nhất?
A. Giảm giá mạnh mẽ
B. Tăng lợi nhuận của công ty
C. Tạo mối quan hệ lâu dài với khách hàng  ✓
D. Chốt đơn hàng nhanh chóng",,,,,,,,
58,v3_fewshot,sales_b2b_junior,Xử lý từ chối trong quá trình bán hàng,"Khi khách hàng từ chối mua sản phẩm do giá cao, cách xử lý phù hợp nhất là gì?
A. Tranh cãi với khách hàng về giá
B. Giảm giá mạnh mẽ ngay lập tức
C. Tư vấn thêm về lợi ích và giá trị của sản phẩm  ✓
D. Bỏ qua phản hồi của khách hàng",,,,,,,,
59,v3_fewshot,sales_b2b_junior,Xử lý từ chối trong quá trình bán hàng,"Nếu khách hàng từ chối mua do lo ngại về chất lượng, bạn nên làm gì?
A. Hỏi lại khách hàng về lý do cụ thể để hiểu rõ  ✓
B. Giảm giá sản phẩm mạnh mẽ
C. Bảo đảm bằng lời rằng chất lượng tốt
D. Tránh thảo luận về vấn đề và chuyển sang chủ đề khác",,,,,,,,
60,v3_fewshot,digital_marketing_mid,Chạy quảng cáo Facebook Ads,"Khi chạy quảng cáo Facebook Ads, nếu bạn muốn mục tiêu là tăng nhận diện thương hiệu thay vì chuyển đổi cụ thể, bạn nên chọn loại đối tượng nào?
A. Đối tượng có tương tác với trang fanpage  ✓
B. Đối tượng đã mua sản phẩm của công ty
C. Đối tượng không quan tâm đến ngành hàng của công ty
D. Đối tượng đã xem quảng cáo của đối thủ",,,,,,,,
61,v3_fewshot,digital_marketing_mid,Chạy quảng cáo Facebook Ads,"Trong Facebook Ads, nếu bạn muốn tối ưu hóa quảng cáo để tăng tỷ lệ nhấp (CTR), bạn nên tập trung vào yếu tố nào?
A. Nội dung và hình ảnh hấp dẫn  ✓
B. Giá cả của sản phẩm
C. Thời gian hiển thị quảng cáo
D. Độ dài tiêu đề quảng cáo",,,,,,,,
62,v3_fewshot,digital_marketing_mid,Chạy quảng cáo Google Ads,"Trong Google Ads, nếu bạn muốn tối ưu hóa chi phí cho một chiến dịch cụ thể, bạn nên sử dụng tính năng nào sau đây?
A. Tối ưu hóa từ khóa
B. Tối ưu hóa quảng cáo
C. Tối ưu hóa giá cpc
D. Tối ưu hóa mục tiêu chuyển đổi  ✓",,,,,,,,
63,v3_fewshot,digital_marketing_mid,Chạy quảng cáo Google Ads,"Khi sử dụng Google Ads, bạn muốn theo dõi hiệu suất của chiến dịch trên các thiết bị di động. Bạn nên chọn loại báo cáo nào?
A. Báo cáo tổng quan
B. Báo cáo vị trí địa lý
C. Báo cáo thiết bị  ✓
D. Báo cáo từ khóa",,,,,,,,
64,v3_fewshot,digital_marketing_mid,"Tối ưu chỉ số CTR, CPC, CPA, ROAS","Để tối ưu hóa chỉ số CTR (Click-Through Rate), bạn nên tập trung vào việc cải thiện điều gì?
A. Tăng giá CPC
B. Giảm thời gian tải trang
C. Tối ưu hóa tiêu đề và mô tả quảng cáo  ✓
D. Tăng ngân sách quảng cáo",,,,,,,,
65,v3_fewshot,digital_marketing_mid,"Tối ưu chỉ số CTR, CPC, CPA, ROAS","Nếu mục tiêu là tối ưu hóa ROAS (Return on Advertising Spend), bạn nên tập trung vào việc cải thiện chỉ số nào?
A. Giảm CTR
B. Tăng CPC
C. Tăng CPA
D. Tăng doanh thu từ quảng cáo  ✓",,,,,,,,
