STT,Version,JD_id,Skill,Câu hỏi (đầy đủ),Correctness,Relevance,Distractor,Tình huống,Rõ ràng,Điểm TB,Đạt,Ghi chú
11,v5_self_critique,dev_dotnet_senior,Thiết kế kiến trúc microservices,"Một ứng dụng của bạn sử dụng microservices, trong đó có một microservice xử lý gửi thông báo qua dịch vụ tin nhắn SMS. Tuy nhiên, bạn nhận thấy rằng đôi khi quá trình này bị chậm trễ đáng kể, thậm chí lên đến 30 giây. Dịch vụ SMS thường phản hồi trong khoảng 1-2 giây. Để cải thiện tình hình, cách tiếp cận tốt nhất là gì?
A. Tăng thời gian chờ đợi trong hàm gửi tin nhắn SMS để đảm bảo không bị lỗi timeout.
B. Sử dụng retry mechanism với độ trễ tăng dần để tự động thử lại khi gặp vấn đề.
C. Thay đổi dịch vụ SMS thành một microservice độc lập và sử dụng queueing system để tách biệt quá trình xử lý yêu cầu.  ✓
D. Giảm số lượng yêu cầu gửi SMS đồng thời để giảm tải cho dịch vụ SMS.",,,,,,,,
12,v5_self_critique,dev_dotnet_senior,Thiết kế kiến trúc microservices,"Bạn phát hiện ra rằng một microservice thường xuyên gặp lỗi khi xử lý các yêu cầu lớn từ API gateway, dẫn đến tăng độ trễ và giảm hiệu suất của hệ thống. Để giải quyết vấn đề này, cách tiếp cận tốt nhất là gì?
A. Tăng số lượng instance của microservice để nâng cao khả năng chịu tải.
B. Giảm kích thước của các yêu cầu lớn từ API gateway để giảm áp lực lên microservice.
C. Sử dụng load balancer để phân tán tải lên nhiều instance của microservice.
D. Thay đổi microservice thành một batch processing task để xử lý yêu cầu lớn một cách hiệu quả.  ✓",,,,,,,,
13,v5_self_critique,dev_dotnet_senior,.NET Framework,"Bạn đang phát triển một ứng dụng .NET Framework cho doanh nghiệp. Sau khi triển khai, bạn nhận thấy ứng dụng chạy chậm và sử dụng nhiều bộ nhớ hơn mong đợi. Bạn đã tối ưu hóa mã nguồn nhưng hiệu suất vẫn không cải thiện. Hãy đề xuất cách tiếp cận hiệu quả nhất để giải quyết vấn đề này.
A. Tăng cường xử lý bằng cách thêm CPU mạnh hơn
B. Thay đổi cấu trúc cơ sở dữ liệu từ SQL Server sang MySQL
C. Đảm bảo tối ưu hóa mã nguồn và sử dụng các công cụ phân tích hiệu suất .NET  ✓
D. Giảm số lượng người dùng truy cập vào ứng dụng",,,,,,,,
14,v5_self_critique,dev_dotnet_senior,"Tối ưu truy vấn Entity Framework Core và SQL Server (index, execution plan, tránh N+1 query)","Khi thực hiện truy vấn lấy danh sách sản phẩm theo loại và sắp xếp theo giá, bạn nhận thấy hiệu suất thấp. Cách tối ưu hiệu quả nhất là gì?
A. Tạo index trên cột Loại và Giá
B. Thêm chỉ mục compound trên cột Loại và Giá  ✓
C. Đổi SELECT * thành SELECT cột cụ thể
D. Chạy truy vấn vào ban đêm",,,,,,,,
15,v5_self_critique,dev_dotnet_senior,"Tối ưu truy vấn Entity Framework Core và SQL Server (index, execution plan, tránh N+1 query)","Trong một ứng dụng, bạn phát hiện rằng mỗi khi hiển thị danh sách bài viết, số lượng yêu cầu gửi đến cơ sở dữ liệu tăng lên theo số lượng người dùng đang online. Cách giải quyết hiệu quả nhất là gì?
A. Tạo index trên cột Ngày tạo
B. Thêm chỉ mục compound trên cột Người dùng và Ngày tạo
C. Chạy truy vấn vào ban đêm
D. Lưu kết quả truy vấn vào cache  ✓",,,,,,,,
16,v5_self_critique,dev_dotnet_senior,API Design and Review,"Một API đang xử lý yêu cầu GET /users?role=admin&status=active. Bạn nhận thấy có thể xảy ra truy vấn SQL không hiệu quả do điều kiện kết hợp. Trong trường hợp này, cách tốt nhất để cải thiện là gì?
A. Thêm index trên cột role và status  ✓
B. Tạo một view chứa các điều kiện này
C. Sử dụng LINQ với .Where() thay vì sử dụng query string
D. Chia nhỏ API thành hai yêu cầu GET /users?role=admin và GET /users?status=active",,,,,,,,
17,v5_self_critique,dev_dotnet_senior,API Design and Review,"Một ứng viên senior lập trình viên .NET nhận được phản hồi từ đồng nghiệp rằng một phương thức API đang xử lý quá nhiều trách nhiệm. Trong trường hợp này, cách tốt nhất để cải thiện là gì?
A. Tăng số lượng comment trong phương thức
B. Chia nhỏ phương thức thành các phương thức con có chức năng rõ ràng hơn  ✓
C. Thêm try-catch vào đầu phương thức
D. Thay đổi tên phương thức để phản ánh trách nhiệm hiện tại",,,,,,,,
18,v5_self_critique,dev_dotnet_senior,"Pattern CQRS, Repository, Dependency Injection","Bạn đang phát triển một ứng dụng sử dụng CQRS và Repository pattern. Trong quá trình thử nghiệm, bạn nhận thấy rằng thao tác đọc dữ liệu từ database chậm hơn so với mong đợi. Bạn đã kiểm tra và xác định được vấn đề nằm ở layer Repository. Cách tiếp cận nào sau đây sẽ hiệu quả nhất để cải thiện vấn đề này?
A. Tăng số lượng thread trong pool của Entity Framework
B. Sử dụng caching tại layer Repository trước khi truy cập database  ✓
C. Thay đổi từ Entity Framework Core sang ADO.NET
D. Tối ưu hóa cấu trúc cây thư mục nơi lưu trữ các service xử lý CQRS",,,,,,,,
19,v5_self_critique,dev_dotnet_senior,Xử lý concurrency,"Bạn đang phát triển một dịch vụ web trong .NET Framework, nhận yêu cầu từ nhiều khách hàng đồng thời. Một số phương thức của bạn không thread-safe và gây ra lỗi khi chạy cùng lúc. Hãy chọn cách giải quyết tốt nhất.
A. Tăng số luồng trong Application Pool để tăng khả năng xử lý đồng thời
B. Sử dụng `lock` statement hoặc `Mutex` để bảo vệ các phương thức không thread-safe  ✓
C. Thay đổi thiết kế API thành asynchronous và sử dụng `async/await` cho toàn bộ ứng dụng
D. Chuyển toàn bộ ứng dụng sang .NET Core vì nó tự động xử lý concurrency tốt hơn",,,,,,,,
20,v5_self_critique,dev_dotnet_senior,Caching (Redis),"Ứng viên đang làm một ứng dụng thương mại điện tử với lưu lượng truy vấn lớn đến cơ sở dữ liệu. Họ nhận thấy rằng việc truy xuất thông tin sản phẩm thường xuyên gây ra áp lực lớn lên cơ sở dữ liệu. Cách tiếp cận hiệu quả nhất để giảm tải này là gì?
A. Tăng kích thước bộ nhớ cache trong Redis để lưu trữ thông tin sản phẩm phổ biến, từ đó giảm số lần truy vấn đến cơ sở dữ liệu.  ✓
B. Thêm chỉ mục trên bảng Sản phẩm để tăng tốc độ truy xuất dữ liệu từ cơ sở dữ liệu.
C. Sử dụng Entity Framework caching nhưng không cài đặt chính xác, dẫn đến việc bộ nhớ cache không được sử dụng hiệu quả.
D. Giảm số lượng truy vấn đến cơ sở dữ liệu bằng cách tinh chỉnh các yêu cầu API của ứng dụng.",,,,,,,,
21,v5_self_critique,frontend_react_mid,Tối ưu render React,"Bạn đang phát triển một ứng dụng React với nhiều component con, mỗi component đều có nhiều props và state. Khi thực hiện render, bạn nhận thấy hiệu suất giảm đáng kể. Để tối ưu hóa hiệu suất, bạn nên làm gì?
A. Sử dụng shouldComponentUpdate để kiểm soát việc re-render  ✓
B. Tăng số lượng CPU trên máy chủ
C. Đổi từ useState thành useReducer
D. Loại bỏ tất cả các props và state không cần thiết",,,,,,,,
22,v5_self_critique,frontend_react_mid,Tối ưu render React,"Một component React của bạn đang được render nhiều lần trong vòng lặp for, dẫn đến hiệu suất kém. Để tối ưu hóa hiệu suất, bạn nên làm gì?
A. Tăng số lượng CPU trên máy chủ
B. Sử dụng key unique cho mỗi item trong vòng lặp  ✓
C. Loại bỏ tất cả các props và state không cần thiết
D. Đổi từ useState thành useReducer",,,,,,,,
23,v5_self_critique,frontend_react_mid,Viết test bằng Jest/React Testing Library,"Bạn đang viết test cho một component React sử dụng useState hook để quản lý state. State không thay đổi như mong đợi khi bạn giả lập sự kiện. Cách tiếp cận tốt nhất để kiểm tra state này là gì?
A. Kiểm tra trực tiếp giá trị state trong component sau khi render
B. Sử dụng `act` wrapper từ React Testing Library để đảm bảo các thao tác DOM được thực thi đúng cách  ✓
C. Đặt một timeout ngắn trước khi kiểm tra state, hy vọng state sẽ tự động cập nhật
D. Sử dụng `fireEvent` để giả lập sự kiện và xem state có thay đổi theo dự kiến hay không",,,,,,,,
24,v5_self_critique,frontend_react_mid,Xây dựng component tái sử dụng,"Bạn đang phát triển một ứng dụng web sử dụng React. Một component hiện tại được sử dụng ở nhiều nơi trên trang, nhưng bạn nhận thấy rằng việc duy trì và cập nhật code của nó trở nên khó khăn. Để tối ưu hóa code và đảm bảo tính tái sử dụng, bạn nên làm gì tiếp theo?
A. Để component này riêng lẻ không liên kết với state hoặc props
B. Chuyển đổi component thành một function component bình thường
C. Tạo một hook để quản lý state chung cho component
D. Tạo một custom component và đặt nó vào thư mục src/components  ✓",,,,,,,,
25,v5_self_critique,frontend_react_mid,Quản lý state bằng Redux hoặc Context API,"Bạn đang phát triển một ứng dụng React với nhiều component con sâu 3 cấp, mỗi component cần truy cập state từ parent. Để tối ưu hiệu suất và quản lý state một cách dễ dàng, bạn nên sử dụng Redux hay Context API?
A. Redux
B. Context API  ✓
C. useState
D. useReducer",,,,,,,,
26,v5_self_critique,frontend_react_mid,Quản lý state bằng Redux hoặc Context API,"Khi chuyển đổi từ Context API sang Redux trong ứng dụng React của bạn, bạn gặp vấn đề về hiệu suất do dispatch action quá nhiều lần. Để cải thiện tình hình này, bạn nên thực hiện điều gì?
A. Tăng số lượng action
B. Giảm số lượng component sử dụng context
C. Sử dụng memoization trong hooks
D. Tối ưu hóa action creator và reducer  ✓",,,,,,,,
27,v5_self_critique,frontend_react_mid,Tích hợp REST API,"Bạn đang phát triển một ứng dụng React với nhiều trang (routes) và muốn tích hợp REST API để tải dữ liệu. Tuy nhiên, bạn nhận thấy rằng mỗi khi thay đổi route, dữ liệu được tải lại dù không cần thiết. Để tối ưu hóa hiệu suất, bạn nên sử dụng phương pháp nào sau đây?
A. Tạo các component mới cho mỗi route và gọi fetch data trong constructor của component
B. Sử dụng Context API để chia sẻ state giữa các component con
C. Thiết lập một hook custom để quản lý state và lifecycle của request  ✓
D. Thêm nhiều dependencies vào useEffect để đảm bảo fetch data khi thay đổi route",,,,,,,,
28,v5_self_critique,frontend_react_mid,Hiểu virtual DOM,"Khi bạn thay đổi state trong ứng dụng React và component được re-render, virtual DOM sẽ xử lý như thế nào để tối ưu hóa quá trình này?
A. Tạo ra một bản sao hoàn toàn mới của DOM gốc
B. So sánh các thay đổi giữa cây DOM hiện tại và cây DOM trước đó, chỉ cập nhật những phần đã thay đổi  ✓
C. Xóa bỏ tất cả các node trong DOM gốc để tạo lại từ đầu
D. Gửi yêu cầu render đầy đủ đến server để nhận về một phiên bản mới của giao diện",,,,,,,,
29,v5_self_critique,frontend_react_mid,Biết tối ưu hiệu năng frontend,"Khi ứng dụng React của bạn gặp vấn đề với hiệu năng khi hiển thị nhiều component động, bạn nhận thấy việc render lại các component không cần thiết đang làm chậm giao diện. Cách tối ưu hiệu năng tốt nhất là gì?
A. Tăng số lượng CPU trên máy chủ
B. Sử dụng `React.memo` để ngăn chặn render không cần thiết  ✓
C. Thay đổi state thường xuyên hơn
D. Đóng băng (Freeze) component khi không sử dụng",,,,,,,,
30,v5_self_critique,frontend_react_mid,Biết tối ưu hiệu năng frontend,"Trong quá trình phát triển, bạn nhận thấy rằng việc tải trang mất nhiều thời gian do các asset như hình ảnh và CSS chưa được tối ưu. Để cải thiện vấn đề này, bạn nên thực hiện điều gì?
A. Tăng số lượng server
B. Sử dụng CDN để phân tán tải  ✓
C. Thay đổi state thường xuyên hơn
D. Đóng băng (Freeze) component khi không sử dụng",,,,,,,,
31,v5_self_critique,data_engineer_senior,SQL nâng cao,"Có bảng Orders và Products. Bạn cần tính tổng giá trị đơn hàng (Quantity * UnitPrice) cho mỗi CustomerId, nhưng gặp vấn đề hiệu suất khi truy vấn. Cách tốt nhất để cải thiện là gì?
A. Tạo index trên cột Quantity và UnitPrice  ✓
B. Thêm RAM cho máy chủ
C. Đưa bảng Products vào trong JOIN thay vì sử dụng INNER JOIN
D. Chạy truy vấn vào ban đêm",,,,,,,,
32,v5_self_critique,data_engineer_senior,SQL nâng cao,"Bạn cần tìm ra các sản phẩm được bán nhiều nhất trong tháng vừa qua. Trong quá trình viết truy vấn, bạn gặp phải vấn đề về hiệu suất. Cách tối ưu hóa hiệu quả nhất là gì?
A. Tạo index trên cột Date và ProductId  ✓
B. Thêm RAM cho máy chủ
C. Đưa bảng Orders vào trong JOIN thay vì sử dụng INNER JOIN
D. Chạy truy vấn vào ban đêm",,,,,,,,
33,v5_self_critique,data_engineer_senior,SQL nâng cao,"Bạn cần tìm ra các khách hàng đã mua sản phẩm từ nhiều nhà cung cấp khác nhau. Trong quá trình viết truy vấn, bạn gặp phải vấn đề về hiệu suất. Cách tối ưu hóa hiệu quả nhất là gì?
A. Tạo index trên cột CustomerId và ProductId  ✓
B. Thêm RAM cho máy chủ
C. Đưa bảng Products vào trong JOIN thay vì sử dụng INNER JOIN
D. Chạy truy vấn vào ban đêm",,,,,,,,
34,v5_self_critique,data_engineer_senior,Window function trong SQL,"Có bảng Sales với cột OrderID, ProductName và TotalPrice. Bạn cần tính tổng doanh thu theo từng sản phẩm và hiển thị top 5 sản phẩm có doanh thu cao nhất. Cách thực hiện hiệu quả nhất là gì?
A. Sử dụng GROUP BY để tách các sản phẩm ra riêng lẻ, sau đó sử dụng ORDER BY và LIMIT để lấy top 5
B. Sử dụng WINDOW FUNCTION SUM() OVER (PARTITION BY ProductName) kết hợp với ROW_NUMBER() hoặc RANK() để xác định top 5  ✓
C. Sử dụng JOIN giữa bảng Sales với một bảng chứa danh sách các sản phẩm, sau đó tính tổng doanh thu
D. Sử dụng SUBQUERY để tính tổng doanh thu cho mỗi sản phẩm và sau đó sử dụng ORDER BY và LIMIT để lấy top 5",,,,,,,,
35,v5_self_critique,data_engineer_senior,CTE (Common Table Expressions) trong SQL,"Có bảng Orders và OrderDetails. Bạn cần tính tổng số lượng sản phẩm đã bán theo từng CustomerId. Cách viết CTE hiệu quả nhất là gì?
A. SELECT c.CustomerId, SUM(od.Quantity) AS TotalQuantity FROM (SELECT DISTINCT CustomerId FROM Orders) c LEFT JOIN OrderDetails od ON c.CustomerId = od.OrderId GROUP BY c.CustomerId
B. WITH SalesCTE AS (SELECT o.CustomerId, od.Quantity FROM Orders o INNER JOIN OrderDetails od ON o.Id = od.OrderId) SELECT CustomerId, SUM(Quantity) AS TotalQuantity FROM SalesCTE GROUP BY CustomerId  ✓
C. SELECT DISTINCT CustomerId, SUM(od.Quantity) AS TotalQuantity FROM Orders o INNER JOIN OrderDetails od ON o.Id = od.OrderId GROUP BY CustomerId
D. WITH SalesCTE AS (SELECT o.CustomerId, od.Quantity FROM Orders o LEFT JOIN OrderDetails od ON o.Id = od.OrderId WHERE od.Quantity IS NOT NULL) SELECT CustomerId, SUM(Quantity) AS TotalQuantity FROM SalesCTE GROUP BY CustomerId",,,,,,,,
36,v5_self_critique,data_engineer_senior,Python,"Một ứng dụng của bạn đang xử lý hàng nghìn request mỗi giây. Bạn nhận thấy rằng việc truy vấn cơ sở dữ liệu SQL thường xuyên là điểm yếu hiệu năng. Cách tiếp cận nào sau đây sẽ giúp cải thiện hiệu suất?
A. Tăng số lượng CPU
B. Thay đổi cài đặt MySQL
C. Sử dụng SQLAlchemy ORM
D. Chuyển sang sử dụng SQLAlchemy Core  ✓",,,,,,,,
37,v5_self_critique,data_engineer_senior,Python,"Bạn cần tạo một hàm để tính toán trung bình cộng của các giá trị trong một mảng số. Tuy nhiên, bạn muốn đảm bảo rằng không có giá trị NaN xuất hiện trong kết quả. Cách viết hàm nào sau đây là đúng?
A. np.mean(arr)
B. np.nanmean(arr)  ✓
C. np.average(arr)
D. np.median(arr)",,,,,,,,
38,v5_self_critique,data_engineer_senior,Python,"Bạn đang làm việc với một DataFrame lớn chứa nhiều cột và hàng. Bạn muốn tìm kiếm nhanh chóng các dòng có giá trị NaN trong một cột cụ thể. Phương pháp nào sau đây sẽ giúp bạn thực hiện điều này?
A. df[df['column_name'].isna()]  ✓
B. df.loc[df['column_name'] == np.nan]
C. df[df['column_name'].notnull()]
D. df[df['column_name'].fillna(True)]",,,,,,,,
39,v5_self_critique,data_engineer_senior,Spark,"Một ứng dụng sử dụng Spark để xử lý dữ liệu từ HDFS và một cơ sở dữ liệu SQL. Bạn phát hiện rằng việc đọc dữ liệu từ HDFS chậm và gây ra hiệu suất thấp. Cách tiếp cận tốt nhất để cải thiện vấn đề này là gì?
A. Tăng dung lượng bộ nhớ cache trong Spark
B. Thay đổi phương thức đọc dữ liệu thành cách khác không liên quan đến hiệu suất (ví dụ: sử dụng một thư viện đọc file không phù hợp)
C. Kiểm tra và tối ưu hóa cấu hình HDFS để cải thiện tốc độ truy xuất
D. Tăng kích thước block trong HDFS để giảm số lượng read request  ✓",,,,,,,,
40,v5_self_critique,data_engineer_senior,Airflow hoặc công cụ orchestration tương đương,"Một dự án đang gặp vấn đề với việc xử lý dữ liệu từ nhiều nguồn khác nhau, dẫn đến các tác vụ bị chậm và không đồng bộ. Bạn đã được giao trách nhiệm cải thiện hiệu suất này. Cách tiếp cận tốt nhất là gì?
A. Tăng cường máy chủ lưu trữ dữ liệu
B. Đơn giản hóa cấu trúc dữ liệu đầu vào
C. Thay đổi ngôn ngữ lập trình của các tác vụ
D. Sử dụng Apache Airflow để quản lý và điều phối các tác vụ  ✓",,,,,,,,
41,v5_self_critique,ketoan_tonghop_mid,Nắm vững nguyên lý kế toán kép,"Doanh nghiệp A đã bán hàng với giá trị 50 triệu đồng cho khách hàng B. Khách hàng B thanh toán sau 3 tháng. Bút toán ghi nhận khi bán hàng và khi nhận tiền đúng là gì?
A. Nợ Hàng hóa / Có Doanh thu, Nợ Tiền mặt / Có Doanh thu
B. Nợ Doanh thu / Có Hàng hóa, Nợ Tiền mặt / Có Doanh thu
C. Nợ Doanh thu / Có Hàng hóa, Nợ Tiền gửi / Có Doanh thu
D. Nợ Hàng hóa / Có Doanh thu, Nợ Tiền gửi / Có Doanh thu  ✓",,,,,,,,
42,v5_self_critique,ketoan_tonghop_mid,Nắm vững nguyên lý kế toán kép,"Doanh nghiệp A mua hàng hóa trị giá 150 triệu đồng từ nhà cung cấp B nhưng chưa thanh toán. Bút toán ghi nhận đúng là gì?
A. Nợ Hàng hóa / Có Phải trả người bán, Nợ Tiền mặt / Có Phải trả người bán
B. Nợ Phải trả người mua / Có Hàng hóa, Nợ Tiền mặt / Có Phải trả người bán
C. Nợ Hàng hóa / Có Phải trả người bán, Nợ Tiền gửi / Có Phải trả người bán
D. Nợ Phải trả người bán / Có Hàng hóa, Nợ Tiền mặt / Có Phải trả người bán  ✓",,,,,,,,
43,v5_self_critique,ketoan_tonghop_mid,Hiểu các tài khoản kế toán,"Doanh nghiệp bán hàng với khách hàng trên tín dụng và nhận tiền vào ngày 15 tháng sau khi giao hàng. Để phản ánh khoản thu này, bút toán kế toán nào là chính xác?
A. Nợ Tiền mặt / Có Doanh thu
B. Nợ Hàng hóa / Có Phải trả khách hàng
C. Nợ Phải thu khách hàng / Có Doanh thu  ✓
D. Nợ Doanh thu / Có Hàng hóa",,,,,,,,
44,v5_self_critique,ketoan_tonghop_mid,Hạch toán doanh thu - chi phí - giá vốn,"Doanh nghiệp bán một lô hàng với giá 50 triệu đồng, trong đó khách đã thanh toán trước 20 triệu đồng. Hạch toán ghi nhận doanh thu như thế nào?
A. Nợ Tiền mặt / Có Doanh thu
B. Nợ Hàng hóa / Có Doanh thu
C. Nợ Tiền mặt / Có Tiền mặt
D. Nợ Phải thu khách hàng / Có Doanh thu  ✓",,,,,,,,
45,v5_self_critique,ketoan_tonghop_mid,Hạch toán doanh thu - chi phí - giá vốn,"Doanh nghiệp mua nguyên liệu với giá 10 triệu đồng, nhưng được giảm giá 2 triệu đồng. Bút toán ghi nhận đúng là gì?
A. Nợ Hàng hóa / Có Phải trả người bán
B. Nợ Hàng hóa / Có Tiền mặt
C. Nợ Hàng hóa / Có Chi phí khác  ✓
D. Nợ Hàng hóa / Có Phải thu khách hàng",,,,,,,,
46,v5_self_critique,ketoan_tonghop_mid,Thành thạo Excel,"Khi lập báo cáo tài chính hàng quý, bạn phát hiện có nhiều dòng dữ liệu không rõ ràng. Cách tốt nhất để xử lý vấn đề này là gì?
A. Tạo một sheet riêng để lưu trữ và đánh dấu các dòng dữ liệu không rõ
B. Xóa tất cả các dòng dữ liệu không rõ ràng vì chúng gây nhầm lẫn
C. Gửi email cho bộ phận kế toán yêu cầu giải thích về những dòng dữ liệu này
D. Sử dụng công thức IF để tự động kiểm tra và ghi chú vào cột chú thích  ✓",,,,,,,,
