STT,Version,JD_id,Skill,Câu hỏi (đầy đủ),Correctness,Relevance,Distractor,Tình huống,Rõ ràng,Điểm TB,Đạt,Ghi chú
11,v4_situational,dev_dotnet_senior,Thiết kế kiến trúc microservices,"Một ứng dụng microservices của bạn đang gặp vấn đề về độ trễ khi gửi thông báo qua dịch vụ tin nhắn SMS. Dịch vụ này thường mất khoảng 1-2 giây để phản hồi, nhưng đôi khi có thể lên đến 30 giây. Cách tiếp cận tốt nhất để giải quyết vấn đề này là gì?
A. Tăng thời gian chờ đợi trong hàm gửi tin nhắn SMS
B. Sử dụng retry mechanism với độ trễ tăng dần
C. Thay đổi dịch vụ SMS thành một microservice độc lập và sử dụng queueing system  ✓
D. Giảm số lượng yêu cầu gửi SMS đồng thời",,,,,,,,
12,v4_situational,dev_dotnet_senior,Thiết kế kiến trúc microservices,"Bạn nhận thấy rằng một microservice thường xuyên gặp lỗi khi xử lý các yêu cầu lớn từ dịch vụ API gateway. Điều này dẫn đến việc tăng độ trễ và giảm hiệu suất của hệ thống. Cách tiếp cận tốt nhất để giải quyết vấn đề này là gì?
A. Tăng số lượng instance của microservice  ✓
B. Giảm kích thước của các yêu cầu lớn từ API gateway
C. Sử dụng load balancer để phân tán tải lên nhiều instance
D. Thay đổi microservice thành một batch processing task",,,,,,,,
13,v4_situational,dev_dotnet_senior,.NET Framework,"Khi triển khai ứng dụng .NET Framework trên môi trường sản xuất, bạn phát hiện rằng ứng dụng chạy chậm và sử dụng nhiều bộ nhớ hơn mong đợi. Cách tiếp cận hiệu quả nhất để cải thiện tình hình là gì?
A. Tăng cường xử lý trong mã bằng cách tối ưu hóa vòng lặp và hàm
B. Thay đổi cấu hình garbage collection của .NET Framework
C. Đổi từ .NET Framework sang .NET Core hoặc .NET 5+ để tận dụng hiệu năng tốt hơn  ✓
D. Kiểm tra và tối ưu hóa các dependency injection trong ứng dụng",,,,,,,,
14,v4_situational,dev_dotnet_senior,"Tối ưu truy vấn Entity Framework Core và SQL Server (index, execution plan, tránh N+1 query)","Khi thực hiện truy vấn lấy danh sách sản phẩm theo loại và sắp xếp theo giá, bạn nhận thấy hiệu suất thấp. Cách tối ưu hiệu quả nhất là gì?
A. Tạo index trên cột Loại và Giá
B. Thêm chỉ mục compound trên cột Loại và Giá  ✓
C. Đổi SELECT * thành SELECT cột cụ thể
D. Chạy truy vấn vào ban đêm",,,,,,,,
15,v4_situational,dev_dotnet_senior,"Tối ưu truy vấn Entity Framework Core và SQL Server (index, execution plan, tránh N+1 query)","Trong một ứng dụng, bạn phát hiện rằng mỗi khi hiển thị danh sách đơn hàng của khách hàng, hệ thống thực hiện nhiều truy vấn SQL riêng biệt cho mỗi đơn hàng. Cách nào sau đây sẽ giúp tránh N+1 query?
A. Tạo index trên cột Khách hàng
B. Sử dụng eager loading hoặc include để tải dữ liệu liên kết cùng lúc  ✓
C. Đổi SELECT * thành SELECT cột cụ thể
D. Chạy truy vấn vào ban đêm",,,,,,,,
16,v4_situational,dev_dotnet_senior,"Tối ưu truy vấn Entity Framework Core và SQL Server (index, execution plan, tránh N+1 query)","Khi thực hiện truy vấn lấy tổng doanh thu theo tháng, bạn nhận thấy execution plan sử dụng cả clustered và non-clustered index. Cách tối ưu hiệu quả nhất là gì?
A. Tạo thêm một index non-clustered trên cột tháng
B. Loại bỏ clustered index
C. Sử dụng hint query để chỉ định index cụ thể  ✓
D. Đổi SELECT * thành SELECT cột cụ thể",,,,,,,,
17,v4_situational,dev_dotnet_senior,API Design and Review,"Một API đang xử lý yêu cầu GET /users?role=admin&status=active. Bạn nhận thấy có thể xảy ra truy vấn SQL không cần thiết. Cách cải thiện hiệu suất tốt nhất là gì?
A. Thêm index trên cột role và status trong bảng users
B. Sử dụng caching cho kết quả API này
C. Đổi từ GET sang POST để tăng độ bảo mật
D. Tạo một phương thức riêng biệt /users/admin-active để tránh truy vấn SQL không cần thiết  ✓",,,,,,,,
18,v4_situational,dev_dotnet_senior,API Design and Review,"Một ứng dụng .NET đang sử dụng Entity Framework Core. Khi thực hiện nhiều lần truy vấn, bạn nhận thấy hiệu suất giảm đáng kể. Cách cải thiện hiệu suất tốt nhất là gì?
A. Tăng số lượng thread trong pool database connection
B. Sử dụng lazy loading thay vì eager loading
C. Đổi Entity Framework Core sang Entity Framework 6
D. Thực hiện batch query để giảm số lần truy vấn đến cơ sở dữ liệu  ✓",,,,,,,,
19,v4_situational,dev_dotnet_senior,"Pattern CQRS, Repository, Dependency Injection","Khi triển khai ứng dụng CQRS và Repository pattern, bạn nhận thấy các thao tác đọc dữ liệu từ database chậm hơn so với mong đợi. Cách tiếp cận nào sau đây sẽ hiệu quả nhất để cải thiện vấn đề này?
A. Tăng số lượng thread trong pool của Entity Framework
B. Sử dụng caching tại layer Repository trước khi truy cập database  ✓
C. Thay đổi từ Entity Framework Core sang ADO.NET
D. Tối ưu hóa cấu trúc cây thư mục nơi lưu trữ các service xử lý CQRS",,,,,,,,
20,v4_situational,dev_dotnet_senior,Xử lý concurrency,"Khi ứng dụng .NET của bạn xử lý nhiều yêu cầu đồng thời từ các khách hàng, bạn phát hiện ra rằng một số phương thức không thread-safe và gây ra lỗi. Cách tốt nhất để giải quyết vấn đề này là gì?
A. Tăng số luồng trong Application Pool
B. Sử dụng `lock` statement hoặc `Mutex` để bảo vệ các phương thức không thread-safe  ✓
C. Thay đổi thiết kế API thành asynchronous và sử dụng `async/await`
D. Chuyển toàn bộ ứng dụng sang .NET Core",,,,,,,,
21,v4_situational,frontend_react_mid,Tối ưu render React,"Khi render một component React với nhiều props và state, bạn nhận thấy hiệu suất giảm đáng kể. Cách tối ưu hiệu quả nhất là gì?
A. Sử dụng shouldComponentUpdate để kiểm soát việc re-render  ✓
B. Tăng số lượng CPU trên máy chủ
C. Đổi từ useState thành useReducer
D. Loại bỏ tất cả các props và state không cần thiết",,,,,,,,
22,v4_situational,frontend_react_mid,Tối ưu render React,"Một component React của bạn đang được render nhiều lần trong vòng lặp for, dẫn đến hiệu suất kém. Cách tối ưu nào sau đây sẽ giúp cải thiện?
A. Tăng số lượng CPU trên máy chủ
B. Sử dụng key unique cho mỗi item trong vòng lặp  ✓
C. Loại bỏ tất cả các props và state không cần thiết
D. Đổi từ useState thành useReducer",,,,,,,,
23,v4_situational,frontend_react_mid,Viết test bằng Jest/React Testing Library,"Khi viết test cho một component React sử dụng useState hook để quản lý state, bạn cần kiểm tra xem state có được cập nhật đúng không. Cách nào sau đây là cách hiệu quả nhất để thực hiện?
A. Sử dụng `fireEvent.change` để giả lập sự kiện thay đổi và kiểm tra state sau đó
B. Sử dụng `act` từ React Testing Library để đảm bảo component được render trong một giao diện giả lập trước khi kiểm tra state  ✓
C. Đặt state ban đầu và sử dụng `expect` để kiểm tra state không thay đổi
D. Thêm một hàm console.log(state) vào component để in ra state sau mỗi lần cập nhật",,,,,,,,
24,v4_situational,frontend_react_mid,Xây dựng component tái sử dụng,"Khi xây dựng một component trong React, bạn nhận thấy rằng component này cần được sử dụng ở nhiều nơi khác nhau trên trang web. Để tối ưu hóa code và đảm bảo tính tái sử dụng, bạn nên làm gì tiếp theo?
A. Tạo một state riêng để quản lý dữ liệu của component
B. Chuyển đổi component thành một function component bình thường
C. Sử dụng hooks như useState hoặc useContext để chia sẻ state giữa các component
D. Đưa component vào thư viện riêng và sử dụng import ở mọi nơi cần thiết  ✓",,,,,,,,
25,v4_situational,frontend_react_mid,Quản lý state bằng Redux hoặc Context API,"Khi ứng dụng React của bạn cần quản lý state cho một component con sâu 3 cấp, bạn nên sử dụng Redux hay Context API?
A. Redux
B. Context API  ✓
C. useState
D. useReducer",,,,,,,,
26,v4_situational,frontend_react_mid,Quản lý state bằng Redux hoặc Context API,"Trong quá trình chuyển đổi từ Context API sang Redux, ứng dụng của bạn gặp vấn đề về hiệu suất do việc dispatch action quá nhiều lần. Cách giải quyết tốt nhất là gì?
A. Tăng số lượng action
B. Giảm số lượng component sử dụng context
C. Sử dụng memoization trong hooks
D. Tối ưu hóa action creator và reducer  ✓",,,,,,,,
27,v4_situational,frontend_react_mid,Tích hợp REST API,"Khi tích hợp một REST API vào ứng dụng React, bạn nhận thấy rằng việc tải dữ liệu từ API làm chậm giao diện. Cách tiếp cận tốt nhất để cải thiện vấn đề này là gì?
A. Tăng thời gian chờ trong hàm useEffect
B. Sử dụngSuspense và ErrorBoundary để quản lý loading và error  ✓
C. Đóng gói tất cả các request API vào một component duy nhất
D. Thay đổi phương thức fetch thành axios",,,,,,,,
28,v4_situational,frontend_react_mid,Hiểu virtual DOM,"Khi ứng dụng React của bạn cập nhật một state và render lại giao diện, virtual DOM sẽ làm gì để tối ưu hóa quá trình này?
A. Tạo ra một bản sao hoàn toàn mới của DOM gốc
B. So sánh các thay đổi giữa DOM hiện tại và DOM dự kiến, chỉ update những phần cần thiết  ✓
C. Xóa bỏ tất cả các node trong DOM và rebuild lại từ đầu
D. Gửi yêu cầu render đầy đủ đến server để nhận về một phiên bản mới của giao diện",,,,,,,,
29,v4_situational,frontend_react_mid,Biết tối ưu hiệu năng frontend,"Khi ứng dụng React của bạn gặp vấn đề với hiệu năng khi hiển thị nhiều component cùng lúc, bạn nhận thấy việc render lại toàn bộ component không cần thiết. Cách tối ưu nào sau đây sẽ giúp cải thiện hiệu suất?
A. Tăng số lượng component được render
B. Sử dụng lifecycle method để giảm thời gian render
C. Thay đổi state của component để tăng tần suất render
D. Sử dụng React.memo hoặc useMemo để tránh re-render không cần thiết  ✓",,,,,,,,
30,v4_situational,frontend_react_mid,Biết tối ưu hiệu năng frontend,"Trong quá trình phát triển, bạn nhận thấy rằng việc sử dụng nhiều hiệu ứng CSS như animate.css làm chậm tốc độ tải trang. Cách nào sau đây sẽ giúp cải thiện vấn đề này?
A. Tăng số lượng hiệu ứng CSS
B. Sử dụng inline style thay vì class từ thư viện animate.css
C. Giảm số lượng hiệu ứng CSS được sử dụng  ✓
D. Thay đổi màu sắc của hiệu ứng",,,,,,,,
31,v4_situational,data_engineer_senior,SQL nâng cao,"Có bảng Orders và Products. Bạn cần tính tổng giá trị đơn hàng (Quantity * UnitPrice) cho mỗi CustomerId, nhưng gặp vấn đề hiệu suất khi truy vấn. Cách tốt nhất để cải thiện là gì?
A. Tạo index trên cột Quantity và UnitPrice  ✓
B. Thêm RAM cho máy chủ
C. Đưa bảng Products vào trong JOIN thay vì sử dụng INNER JOIN
D. Chạy truy vấn vào ban đêm",,,,,,,,
32,v4_situational,data_engineer_senior,SQL nâng cao,"Bạn cần tìm ra các sản phẩm được bán nhiều nhất trong tháng vừa qua. Trong quá trình viết truy vấn, bạn gặp phải vấn đề về hiệu suất. Cách tối ưu hóa hiệu quả nhất là gì?
A. Tạo index trên cột Date và ProductId  ✓
B. Thêm RAM cho máy chủ
C. Đưa bảng Orders vào trong JOIN thay vì sử dụng INNER JOIN
D. Chạy truy vấn vào ban đêm",,,,,,,,
33,v4_situational,data_engineer_senior,SQL nâng cao,"Bạn cần tìm ra các khách hàng đã mua sản phẩm từ nhiều nhà cung cấp khác nhau. Trong quá trình viết truy vấn, bạn gặp phải vấn đề về hiệu suất. Cách tối ưu hóa hiệu quả nhất là gì?
A. Tạo index trên cột CustomerId và ProductId  ✓
B. Thêm RAM cho máy chủ
C. Đưa bảng Products vào trong JOIN thay vì sử dụng INNER JOIN
D. Chạy truy vấn vào ban đêm",,,,,,,,
34,v4_situational,data_engineer_senior,Window function trong SQL,"Có bảng Sales với cột OrderID, ProductName và TotalPrice. Bạn cần tính tổng doanh thu theo từng sản phẩm và hiển thị top 5 sản phẩm có doanh thu cao nhất. Cách thực hiện đúng là gì?
A. Sử dụng GROUP BY ProductName và ORDER BY SUM(TotalPrice) DESC LIMIT 5  ✓
B. Sử dụng WINDOW FUNCTION ROW_NUMBER() OVER (ORDER BY TotalPrice DESC) và LIMIT 5
C. Sử dụng WINDOW FUNCTION RANK() OVER (ORDER BY SUM(TotalPrice) DESC) và LIMIT 5
D. Sử dụng GROUP BY ProductName, sau đó sử dụng ORDER BY COUNT(OrderID) DESC LIMIT 5",,,,,,,,
35,v4_situational,data_engineer_senior,Window function trong SQL,"Bảng Employees có cột EmployeeID, DepartmentId và Salary. Bạn cần tính tổng lương của mỗi bộ phận và hiển thị tên bộ phận cùng với tổng lương. Cách thực hiện đúng là gì?
A. Sử dụng GROUP BY DepartmentId, sau đó SELECT DepartmentName, SUM(Salary) FROM Employees GROUP BY DepartmentId
B. Sử dụng WINDOW FUNCTION SUM() OVER (PARTITION BY DepartmentId) và SELECT DepartmentName, SUM(Salary) AS TotalSalary FROM Employees
C. Sử dụng WINDOW FUNCTION ROLLUP() OVER (DepartmentId) và SELECT DepartmentName, SUM(Salary) AS TotalSalary FROM Employees
D. Sử dụng GROUP BY DepartmentId, sau đó SELECT DepartmentName, SUM(Salary) FROM Employees GROUP BY DepartmentId  ✓",,,,,,,,
36,v4_situational,data_engineer_senior,CTE (Common Table Expressions) trong SQL,"Công ty của bạn cần thống kê tổng số đơn hàng đã giao cho mỗi khách hàng trong tháng vừa qua. Bạn muốn sử dụng CTE để cải thiện hiệu suất truy vấn. Cách viết đúng là gì?
A. WITH OrdersCTE AS (SELECT CustomerId, COUNT(*) as TotalOrders FROM Orders WHERE OrderDate >= '2023-10-01' GROUP BY CustomerId) SELECT * FROM OrdersCTE
B. WITH OrdersCTE AS (SELECT CustomerId, COUNT(*) as TotalOrders FROM Orders WHERE OrderDate BETWEEN '2023-10-01' AND '2023-10-31') SELECT * FROM OrdersCTE  ✓
C. WITH OrdersCTE AS (SELECT CustomerId, COUNT(*) as TotalOrders FROM Orders) SELECT * FROM OrdersCTE WHERE OrderDate >= '2023-10-01'
D. WITH OrdersCTE AS (SELECT CustomerId, COUNT(*) as TotalOrders FROM Orders WHERE OrderDate = '2023-10-01') SELECT * FROM OrdersCTE",,,,,,,,
37,v4_situational,data_engineer_senior,Python,"Khi xử lý một tập dữ liệu lớn với nhiều cột, bạn phát hiện rằng việc truy vấn SQL đang chạy rất chậm. Cách tiếp cận hiệu quả nhất để cải thiện tốc độ truy vấn là gì?
A. Tạo chỉ mục (index) trên các cột thường được sử dụng trong điều kiện WHERE  ✓
B. Chuyển đổi toàn bộ dữ liệu sang định dạng JSON
C. Giảm số lượng dòng dữ liệu bằng cách xóa những hàng không cần thiết
D. Tăng thời gian chờ đợi của truy vấn",,,,,,,,
38,v4_situational,data_engineer_senior,Python,"Bạn đang làm việc với một tập dữ liệu lớn và phát hiện có nhiều giá trị NaN trong cột 'Age'. Để xử lý các giá trị này, bạn nên thực hiện điều gì?
A. Xóa tất cả các dòng chứa giá trị NaN
B. Thay thế NaN bằng trung bình của cột 'Age'  ✓
C. Để NaN như là nó đang tồn tại
D. Tạo một cột mới chỉ chứa thông tin về NaN",,,,,,,,
39,v4_situational,data_engineer_senior,Python,"Bạn cần tạo một biểu đồ để thể hiện mối quan hệ giữa doanh thu và chi phí trong các tháng. Trong Python, thư viện nào sẽ giúp bạn thực hiện điều này?
A. Matplotlib  ✓
B. NumPy
C. Pandas
D. Scikit-learn",,,,,,,,
40,v4_situational,data_engineer_senior,Spark,"Một ứng dụng sử dụng Spark để xử lý dữ liệu lớn từ nhiều nguồn khác nhau. Tuy nhiên, bạn nhận thấy rằng quá trình đọc dữ liệu từ HDFS chậm và chiếm nhiều thời gian CPU. Cách tiếp cận hiệu quả nhất để cải thiện tình hình này là gì?
A. Tăng số worker trong Spark Cluster
B. Thay đổi phương thức đọc dữ liệu từ `textFile` sang `wholeTextFiles`
C. Sử dụng `coalesce` hoặc `repartition` để giảm số partition trước khi đọc
D. Kiểm tra và tối ưu hóa cấu hình HDFS, ví dụ tăng block size  ✓",,,,,,,,
41,v4_situational,ketoan_tonghop_mid,Nắm vững nguyên lý kế toán kép,"Doanh nghiệp bán hàng với giá trị 50 triệu đồng nhưng khách hàng thanh toán sau 3 tháng. Bút toán ghi nhận khi bán hàng và khi nhận tiền đúng là gì?
A. Nợ Hàng hóa / Có Doanh thu, Nợ Tiền mặt / Có Doanh thu
B. Nợ Doanh thu / Có Hàng hóa, Nợ Tiền mặt / Có Doanh thu
C. Nợ Doanh thu / Có Hàng hóa, Nợ Tiền gửi / Có Doanh thu
D. Nợ Hàng hóa / Có Doanh thu, Nợ Tiền gửi / Có Doanh thu  ✓",,,,,,,,
42,v4_situational,ketoan_tonghop_mid,Nắm vững nguyên lý kế toán kép,"Doanh nghiệp mua hàng hóa trị giá 150 triệu đồng nhưng chưa thanh toán cho nhà cung cấp. Bút toán ghi nhận đúng là gì?
A. Nợ Hàng hóa / Có Phải trả người bán, Nợ Tiền mặt / Có Phải trả người bán
B. Nợ Phải trả người mua / Có Hàng hóa, Nợ Tiền mặt / Có Phải trả người bán
C. Nợ Hàng hóa / Có Phải trả người bán, Nợ Tiền gửi / Có Phải trả người bán
D. Nợ Phải trả người bán / Có Hàng hóa, Nợ Tiền mặt / Có Phải trả người bán  ✓",,,,,,,,
43,v4_situational,ketoan_tonghop_mid,Hiểu các tài khoản kế toán,"Doanh nghiệp bán hàng với khách hàng trên tín dụng và nhận tiền sau 30 ngày. Khi lập báo cáo tài chính, doanh thu đã phát sinh nhưng chưa nhận tiền mặt. Bút toán ghi nhận đúng là gì?
A. Nợ Hàng hóa / Có Doanh thu
B. Nợ Tiền mặt / Có Doanh thu
C. Nợ Phải thu khách hàng / Có Doanh thu  ✓
D. Nợ Doanh thu / Có Hàng hóa",,,,,,,,
44,v4_situational,ketoan_tonghop_mid,Hạch toán doanh thu - chi phí - giá vốn,"Doanh nghiệp bán hàng với giá 50 triệu đồng nhưng khách trả trước 20 triệu đồng và còn nợ 30 triệu đồng. Bút toán ghi nhận doanh thu này đúng là gì?
A. Nợ Tiền mặt / Có Doanh thu
B. Nợ Hàng hóa / Có Doanh thu
C. Nợ Phải thu / Có Doanh thu
D. Nợ Doanh thu / Có Phải thu  ✓",,,,,,,,
45,v4_situational,ketoan_tonghop_mid,Hạch toán doanh thu - chi phí - giá vốn,"Doanh nghiệp mua hàng với giá 10 triệu đồng nhưng trả chậm 2 tháng. Bút toán ghi nhận chi phí này đúng là gì?
A. Nợ Hàng hóa / Có Chi phí
B. Nợ Phải trả người bán / Có Chi phí
C. Nợ Tiền mặt / Có Chi phí
D. Nợ Chi phí / Có Phải trả người bán  ✓",,,,,,,,
46,v4_situational,ketoan_tonghop_mid,Hạch toán doanh thu - chi phí - giá vốn,"Doanh nghiệp mua hàng với giá 80 triệu đồng nhưng trả bằng tiền mặt. Bút toán ghi nhận chi phí này đúng là gì?
A. Nợ Hàng hóa / Có Chi phí
B. Nợ Phải trả người bán / Có Chi phí
C. Nợ Tiền mặt / Có Chi phí  ✓
D. Nợ Chi phí / Có Tiền mặt",,,,,,,,
47,v4_situational,ketoan_tonghop_mid,Thành thạo Excel,"Khi lập báo cáo tài chính hàng quý, bạn phát hiện có nhiều dòng dữ liệu không phù hợp với tiêu chuẩn kế toán. Cách xử lý hiệu quả nhất là gì?
A. Xóa tất cả các dòng dữ liệu không phù hợp
B. Tạo một công thức IF để tự động loại bỏ những dòng không phù hợp
C. Sử dụng hàm FILTER để lọc ra chỉ những dòng dữ liệu phù hợp  ✓
D. Thay đổi tiêu chuẩn kế toán để phù hợp với dữ liệu hiện tại",,,,,,,,
48,v4_situational,ketoan_tonghop_mid,Thành thạo Excel,"Doanh nghiệp bạn đang muốn lập một bảng phân tích doanh thu theo từng sản phẩm. Tuy nhiên, dữ liệu ban đầu rất凌乱，我来帮你整理一下。以下是按照要求生成的两个问题：请注意，我已经将示例中的部分细节进行了调整以符合新的要求，并确保了每个选项都是合理的且具有迷惑性。请确认是否需要进一步修改或添加其他内容？以下是JSON格式的问题：```````json[{
A. Tạo một công thức IF để tự động loại bỏ những dòng không phù合，我来帮你整理一下。以下是按照要求生成的两个问题：请注意，我已经将示例中的部分细节进行了调整以符合新的要求，并确保了每个选项都是合理的且具有迷惑性。请确认是否需要进一步修改或添加其他内容？以下是JSON格式的问题：```````json[{
B. options
C. correct_index  ✓
D. question",,,,,,,,
49,v4_situational,ketoan_tonghop_mid,Thành thạo Excel,"Khi lập báo cáo tài chính hàng quý, bạn phát hiện có nhiều dòng dữ liệu không phù hợp với tiêu chuẩn kế toán. Cách xử lý hiệu quả nhất là gì?
A. Xóa tất cả các dòng dữ liệu không phù hợp
B. Tạo một công thức IF để tự động loại bỏ những dòng không phù hợp
C. Sử dụng hàm FILTER để lọc ra chỉ những dòng dữ liệu phù hợp  ✓
D. Thay đổi tiêu chuẩn kế toán để phù hợp với dữ liệu hiện tại",,,,,,,,
